,name,display_name,short_description,description,created_by,released,created_at,updated_at,featured
343,icon-font,Icon font,アイコンフォントは、テキスト文字の代わりにグリフやシンボルを含んでいます。,アイコンフォントは、文字や数字の代わりにグリフや記号を含むベクターグラフィックスです。通常のテキストと同様に、CSSでスタイルを設定することができます。,,,2017-01-31T23:37:18Z,2022-03-19T20:10:56Z,True
344,less,Less,Lessは動的スタイルシート言語です。,Lessは、Cascading Style Sheets（CSS）にコンパイルされ、クライアントサイドまたはサーバーサイドで実行できる動的なプリプロセッサ・スタイルシート言語である。,Alexis Sellier,2009,2017-01-05T18:26:29Z,2022-03-16T17:01:10Z,False
345,package-manager,Package manager,パッケージマネージャーとは、コンピュータのソフトウェアを自動化し、管理するためのツール群です。,パッケージマネージャは、コンピュータのソフトウェアを自動化し、管理するためのツール群です。パッケージマネージャーは、バンドルされたファイルのパッケージ、またはコレクションを扱います。パッケージマネージャーを使用すると、コンピュータのオペレーティングシステム用のソフトウェアを簡単にインストール、アップグレード、または削除することができます。,,,2017-01-03T18:13:23Z,2022-03-19T20:15:22Z,True
346,phaser,Phaser,Phaserは、デスクトップやモバイルのウェブブラウザ用のHTML5ゲームを作るための、楽しくて、自由で、速い2Dゲームフレームワークです。,Phaserは、高速で、無料で、楽しいオープンソースのHTML5ゲームフレームワークです。WebGLとCanvasレンダリングにPixi.jsのカスタムビルドを使用し、デスクトップとモバイルのウェブブラウザをサポートしています。ゲームは、サードパーティのツールを使って、iOS、Android、ネイティブデスクトップアプリにコンパイルすることができます。開発にはJavaScriptまたはTypeScriptを使用することができます。,Richard Davey,,2017-01-31T21:34:04Z,2022-03-19T20:15:48Z,True
347,parsing,Parsing,構文解析とは、形式的な文法の規則に従った記号列を解析することである。,文法はプログラミング言語の構文を記述するもので、Backus-Naur形式（BNF）で定義されることがある。レキサーは字句解析を行い、テキストをトークンに変換します。パーサーはトークンを受け取り、抽象構文木（AST）のようなデータ構造を構築する。パーサーは文脈を重視し、トークンの並びが文法に合っているかどうかを判断します。コンパイラは、レキサとパーサを組み合わせたもので、特定の文法のために構築されます。,,,2017-01-31T21:28:19Z,2022-03-19T20:15:28Z,True
348,publishing,Publishing,出版とは、さまざまな媒体を通じて、一般の人々に情報を提供することである。,パブリッシングとは、主に印刷用にパソコンでページレイアウトの技術を駆使して文書を作成することです。デスクトップパブリッシングソフトウェアは、レイアウトを生成し、従来のタイポグラフィや印刷に匹敵する品質のテキストと画像を作成することができます。,,,2017-01-31T22:22:57Z,2022-03-19T20:16:39Z,True
349,deta,Deta,サーバーレスホスティングやNoSQLデータベースを利用したプロジェクト by Deta.,Detaは、サーバーレスホスティング、NoSQLデータベース、ファイルストレージを提供しています。また、Python、JavaScript、GoのSDKも提供しており、最適な使い方ができます。,Abstract Computing UG in Berlin,,2019-09-13T15:45:03Z,2022-03-08T22:19:41Z,False
350,support,Support,チームとお客様に必要な支援を提供します。,ヘルプデスクは、企業や機関の製品やサービスに関連する情報やサポートを顧客やエンドユーザーに提供することを目的としたリソースです。,,,2016-11-18T06:26:09Z,2022-03-19T20:19:14Z,True
351,vagrant,Vagrant,Vagrant は、移植可能な仮想ソフトウェア開発環境を構築・維持するためのオープンソースソフトウェア製品です。,Vagrantは、VirtualBox、Hyper-V、Docker、VMware、AWSなどのソフトウェア開発環境を構築、維持するためのソフトウェア製品です。大規模なソフトウェア開発プロジェクトでは、仮想化の環境整備がますます困難になるという事実に、その中核となる考え方があります。,Mitchell Hashimoto,"March 8, 2010",2017-01-09T22:41:27Z,2022-03-19T20:20:18Z,True
352,spotify,Spotify,Spotifyは、スウェーデンのオーディオストリーミングおよびメディアサービスを提供する企業です。,Spotifyはデジタル音楽、ポッドキャスト、ビデオサービスであり、世界中のクリエイターによる数百万曲の楽曲やその他のコンテンツにアクセスすることができます。Spotifyは、パソコン、携帯電話、タブレット、スピーカー、テレビ、車など、さまざまなデバイスで利用でき、Spotify Connectを使えば、簡単に他のデバイスに移行することができます。,"Daniel Ek, Martin Lorentzon","April 23, 2006",2017-01-05T21:37:13Z,2022-03-15T22:29:52Z,False
353,fastify,Fastify,Node.js 用の高速かつ低オーバーヘッドの Web フレームワークです。,Fastifyは、最小限のオーバーヘッドと強力なプラグインアーキテクチャで最高の開発者体験を提供することに非常に重点を置いたWebフレームワークです。,Matteo Collina,October 2016,2017-02-11T00:39:45Z,2022-02-21T10:41:35Z,False
354,nasa,NASA,NASA（National Aeronautics and Space Administration）は、宇宙の研究開発を行う政府機関です。,NASAとは、National Aeronautics and Space Administration（アメリカ航空宇宙局）の略称です。NASAは、航空・宇宙に関する科学技術を担うアメリカ合衆国の政府機関である。1957年、ソ連の人工衛星「スプートニク」の打ち上げで宇宙時代が始まりました。,,,2017-01-31T21:38:22Z,2022-03-16T22:29:26Z,False
355,qt,Qt,Qtは、「キュート」と発音される、クロスプラットフォームのアプリケーション開発フレームワークです。,Qt は、Linux、macOS、iOS、Windows、Blackberry など、さまざまなハードウェアおよびソフトウェア プラットフォームで動作する GUI アプリケーションの開発に使用される、クロスプラットフォーム アプリケーション フレームワークです。Qt は、プロプライエタリおよびオープンソースの両方のライセンスで提供されています。,"Haavard Nord, Eirik Chambe-Eng",May 20 1995,2017-01-31T20:44:54Z,2022-03-19T20:29:39Z,True
356,p2p,P2P,Peer-to-Peerアプリケーションは、分散型または分散型である。,ピアツーピア（P2P）アプリケーションは、分散型アーキテクチャでリソースを共有し、通信を行います。多くの場合、アプリケーションノードは互いに直接通信したり、他のノードやP2Pシステム全体に利益をもたらすような作業を行うために協力したりします。純粋なP2Pシステムでは、クライアントとサーバーの区別はありません。,,,2017-01-31T22:00:34Z,2022-03-19T20:39:55Z,True
357,pixel-art,Pixel Art,ピクセルアートとは、デジタルアートの一種で、画像をピクセル単位で作成・編集するものです。,ピクセルアートは、デジタルアートの一種で、画像をピクセル単位で編集するものです。このようなグラフィックの美学は、8ビットや16ビットのコンピュータやゲーム機から生まれました。,,,2017-01-31T21:36:26Z,2022-03-19T20:40:01Z,True
358,rhythm-game,rhythm-game,ビデオゲームのジャンルの一つ。,音楽をテーマにしたアクションゲームの一種で、ダンスや楽器の模擬演奏に集中し、画面上に指示された順序でボタンを押すことが要求されるジャンルです。,,,2017-01-31T22:42:48Z,2021-10-11T07:45:07Z,False
359,rails,Rails,Ruby on Rails（Rails）は、Rubyで記述されたWebアプリケーションフレームワークである。,Ruby on Rails（Rails）は、Rubyで記述されたWebアプリケーションフレームワークである。複雑なWebサイトの構築を簡略化することを目的としている。,David Heinemeier Hansson,December 13 2005,2016-12-09T17:03:50Z,2022-03-19T19:23:01Z,True
360,kernel,Kernel,カーネルは、ハードウェアと相互作用する現代のOSの中核をなすソフトウェアである。,カーネルは、ほとんどすべてのオペレーティングシステムの心臓部です。いつでもメモリにロードされ、ハードウェアを処理して、ソフトウェアにインターフェースを提供します。また、周辺機器、メモリ、割り込み、プロセスも管理します。広く使われているカーネルの例としては、Windows NTやLinuxなどがあります。,,,2017-01-31T21:26:31Z,2022-03-19T20:48:53Z,False
361,bukkit,Bukkit,Bukkitは、Minecraftのサーバー改造ソフトです。,Bukkit は Minecraft サーバー改造ソフトウェアおよび API で、オリジナルのプロジェクト自体は陳腐化していますが、PaperMC や Spigot といったフォークが活発にメンテナンスされており、ほとんどのプラグインやサーバーは Bukkit の何らかのバージョンを使用しています。,"Nathan ""Dinnerbone"" Adams","December 22, 2010",2017-01-31T21:24:38Z,2022-02-24T04:30:34Z,False
362,valorant,VALORANT,VALORANTは、Riot Gamesが開発し、パブリッシングしている無料プレイのファーストパーソン・ヒーローシューターです。,"VALORANTは、Riot Gamesが開発し、Microsoft Windows向けにパブリッシングした、無料プレイのファーストパーソン・ヒーロー・シューターです。ゲームの舞台は近未来。プレイヤーは、世界中の国や文化に基づいてデザインされたキャラクターであるエージェントの一人としてプレイします。
コミュニティ",Riot Games,"June 2, 2020",2020-03-26T01:31:56Z,2022-02-22T18:30:23Z,False
363,arcade,arcade,ビデオゲームのジャンルの一つ。,アーケードゲームやコインゲームとは、レストランやバー、アミューズメント施設などの公共施設に設置されているコイン式の娯楽機器のことです。,,,2017-01-31T22:48:58Z,2021-10-11T07:45:03Z,False
364,kivy,Kivy,Kivy は、革新的なユーザインタフェースを利用したアプリケーションを迅速に開発するための、オープンソースの Python UI フレームワークです。,Kivy は、革新的なマルチタッチ・ユーザーインターフェースを利用するアプリケーションを迅速に開発するための、オープンソースでクロスプラットフォームの Python UI フレームワークです。Kivyの目的は、インタラクションデザインとラピッドプロトタイピングを迅速かつ容易にする一方で、コードの再利用とデプロイを可能にすることです。KivyはPythonとCythonで書かれており、OpenGL ES 2をベースに、様々な入力デバイスをサポートし、豊富なウィジェットライブラリを備えています。同じコードベースで、Windows、macOS、Linux、Android、iOSをターゲットにすることができます。Kivyのすべてのウィジェットは、マルチタッチをサポートして構築されています。,Kivy organization,"February 1, 2011",2017-01-31T22:58:28Z,2022-03-19T16:51:45Z,False
365,pip,pip,Pythonパッケージのインストーラーです。,pipは、Pythonで書かれたソフトウェアパッケージをインストールし、管理するために使用される事実上の標準的なパッケージ管理システムです。多くのパッケージは、パッケージとその依存関係のデフォルトのソースである Python Package Index (PyPI) で見つけることができます。,"Ian Bicking, Jannis Leidel","April 4, 2011",2017-01-31T23:17:38Z,2022-03-16T13:17:50Z,False
366,webpack,Webpack,Webpackは、依存関係を持つモジュールを受け取り、静的なアセットを作成するバンドルです。,Webpackは、依存関係を持つモジュールを受け取り、静的なアセットを作成するバンドルです。開発とユーザーエクスペリエンスを簡素化し、向上させるために設計されています。,"Tobias Koppers, Sean Larkin, Johannes Ewald, Juho Vepsäläinen, Kees Kluskens","March 10, 2012",2017-01-31T21:20:58Z,2022-03-19T21:23:13Z,True
367,pytorch,PyTorch,PyTorchは、オープンソースの機械学習ライブラリです。,PyTorchは、Torchライブラリをベースにしたオープンソースの機械学習ライブラリで、主にFacebookのAI研究所で開発されたコンピュータビジョンや自然言語処理などの用途に使われるライブラリです。,Facebook's AI Research lab (FAIR),September 2016,2017-01-31T22:32:35Z,2022-03-19T21:25:50Z,False
368,open-source,Open Source,ソースコードが公開されているソフトウェアで、検査、修正、拡張が可能なもの。,オープンソースとは、ソースコードや設計書、コンテンツなどの利用を許可している製品であることを示す言葉です。オープンソースソフトウェアやその他の製品が、オープンソースライセンスの下で公開される、オープンソースモデルを指すのが最も一般的である。この用語の使用はソフトウェアに由来するが、ソフトウェア分野を超えて、他のオープンコンテンツやオープンコラボレーションの形態をカバーするまでに拡大している。,,,2016-12-19T16:13:47Z,2022-03-19T06:26:51Z,False
369,maze,Mazes,パズルの一種で、パスの集合体である。,"迷路とは、複数の通路を含むパズルの一種で、通常、プレーヤーはスタートからゴールまでのルートを見つけなければならない。
迷路の生成と解法には、実に様々なアルゴリズムが存在します。迷路は実装するのが楽しいだけでなく、プログラミング技術やアルゴリズム、言語に慣れる良い機会でもあります。",,,2017-01-31T22:04:01Z,2021-08-08T19:35:35Z,False
370,twitch,Twitch,Twitchは、主にビデオゲームに特化したライブストリーミングプラットフォームです。,Twitchは、Amazonの子会社であるTwitch Interactiveが所有するライブストリーミングビデオプラットフォームです。2011年6月に一般向けストリーミングプラットフォームであるJustin.tvのスピンオフとして登場し、eスポーツ大会の放送を含むビデオゲームのライブストリーミングを中心に、音楽放送、クリエイティブコンテンツ、最近では「リアルライフ」ストリームも配信しています。同サイトのコンテンツは、ライブでもビデオオンデマンドでも視聴することができます。,,"June 6, 2011",2017-01-31T20:41:24Z,2022-03-14T04:59:33Z,False
371,vk,VK,VKは、ロシアとCISで最大のソーシャルネットワークです。,VKは、サンクトペテルブルグを拠点とするロシアのオンラインソーシャルメディアおよびソーシャルネットワーキングサービスです。VKでは、公開または非公開のメッセージのやりとり、グループ、公開ページ、イベントの作成、画像、音声、ビデオの共有とタグ付け、ブラウザベースのゲームのプレイが可能です。,Pavel Durov,"October 10, 2006",2017-01-31T22:00:06Z,2022-03-01T19:48:29Z,False
372,discord-js,Discord.JS,Discord.JS は、Discord API と簡単に対話できる強力な Node.js モジュールです。,Discord.JS は強力な node.js モジュールで、Discord API と非常に簡単に対話することができます。他の多くのライブラリよりもオブジェクト指向のアプローチをとっており、あなたのボットのコードをより整頓し、理解しやすくしています。,,,2017-02-01T09:10:19Z,2022-03-12T05:38:41Z,False
373,rpc,Remote Procedure Call (RPC),RPCとは、リクエスト・レスポンス型の通信プロトコルのことです。,リモートプロシージャコール（RPC）とは、コンピュータプログラムが別のアドレス空間（通常は共有ネットワーク上の別のコンピュータ）で手続きを実行させることで、プログラマーがリモートでの対話の詳細を明示的にコーディングしなくても、通常の（ローカル）手続き呼び出しと同様にコード化されています。,,,2017-01-31T22:39:05Z,2022-03-09T06:44:21Z,False
374,animation,Animation,アニメーションは、動く映像を作り出す技術です。,アニメーションは、図形を操作して動く映像として見せる手法です。,,,2017-01-31T21:38:05Z,2022-03-15T13:30:04Z,False
375,keras,Keras,Kerasは、Pythonで書かれたオープンソースのニューラルネットワークライブラリです。,Kerasは、Pythonで書かれたオープンソース、クロスプラットフォーム、そしてユーザーフレンドリーなニューラルネットワークライブラリです。TensorFlow、Microsoft Cognitive Toolkit、R、Theano、PlaidMLの上で動作させることが可能です。,François Chollet,"March 27, 2015",2017-01-31T21:58:47Z,2022-03-13T16:47:02Z,False
376,vpn,Virtual Private Network,プライベートネットワークの接続によく使われる通信方式です。,仮想プライベートネットワーク（VPN）は、プライベートネットワークをパブリックネットワークに拡張し、共有またはパブリックネットワーク上であたかも自分のコンピュータ機器がプライベートネットワークに直接接続されているかのようにデータを送受信できるようにするものです。,,,2017-01-31T23:19:15Z,2022-03-13T14:56:30Z,False
377,firefox-extension,Firefox extension,Firefox拡張機能は、ユーザーがWebブラウザをカスタマイズできるようにするアドオンです。,Firefox拡張機能は、MozillaのWebブラウザをカスタマイズするためのアドオンです。Firefoxアドオンサイトからダウンロードすることができます。最新の拡張機能は WebExtension 標準に従っており、ほとんどの場合、HTML、JavaScript、CSS で記述されています。,Mozilla,"April 4, 2006",2017-02-01T00:05:11Z,2022-03-19T16:59:19Z,False
378,visual-basic,Visual Basic,Visual Basicは、オブジェクト指向で型安全なプログラミング言語です。,Visual Basicは、型安全なオブジェクト指向のアプリケーションを構築するためのシンプルな構文で、親しみやすい言語です。,Microsoft,May 1991,2017-01-31T21:33:32Z,2022-03-17T11:17:10Z,False
379,webextension,WebExtension,Webブラウザをカスタマイズするためのアドオンを作成するための世界標準規格。,"ブラウザの拡張機能を作成するための普遍的な標準。
W3Cのチャーターグループを通じて、MozillaはMicrosoftおよびOperaと提携し、複数のブラウザで動作するブラウザ拡張機能のAPIを定義しています。
現在、GoogleがChromeに実装したものと一致する予備的な仕様があり、この仕様に従って書かれた拡張機能は、Chrome、Edge、Opera、Firefoxで動作する可能性があります。",Browser Extension Community Group,"May 7, 2015",2017-01-31T22:32:47Z,2022-03-19T16:59:24Z,False
380,oracle-database,Oracle Database,Oracle Databaseは、Oracle Corporationが製造・販売する多機種対応のデータベース管理システムです。,Oracle Databaseは、オンライントランザクション処理（OLTP）、データウェアハウス（DW）の実行によく使われるデータベースで、混合型（OLTP,Oracle Corporation,1979,2017-02-03T19:10:27Z,2021-10-27T15:20:04Z,False
381,homebridge,Homebridge,Homebridgeは、AppleのHomeKitフレームワークにスマートホームデバイスを結び付け、Siriで制御するためのユーティリティです。,Homebridgeは、iOSのHomeKit APIをエミュレートする軽量のNode.jsサーバです。Homebridgeを使うことで、HomeKitでサポートされていないデバイスをSiriで操作することができます。,"Khaos Tian, Nick Farina","February 16, 2016",2017-01-31T21:36:18Z,2022-03-19T22:10:31Z,True
382,medical-imaging,Medical imaging,医用画像処理には、組織や臓器の画像を取得し、処理し、分析し、理解するための方法が含まれます。,医用画像は、臨床分析や医療介入のために、身体の内部を視覚的に表現する技術およびプロセスです。,,,2017-01-31T23:14:23Z,2022-03-11T13:51:36Z,False
383,wordplate,WordPlate,WordPlateは、WordPressの開発を簡素化する最新のWordPressスタックです。,WordPlate は、シンプルさを重視したモダンな WordPress スタックです。WordPlate を使って、簡単に WordPress ウェブサイトを開発することができます。WordPressの開発をシンプルにします。,Vincent Klaiber,"October 4, 2013",2017-01-31T20:42:57Z,2022-03-19T22:15:25Z,True
384,netlify,Netlify,Netlifyは、継続的なデプロイメントが可能な強力なサーバーレスプラットフォームです。,"Netlifyは、gitベースの直感的なワークフローを持つ、強力なサーバーレスプラットフォームです。
自動デプロイメント、共有可能なプレビューなど、様々な機能を備えています。",,,2017-02-01T06:33:13Z,2022-03-16T17:12:09Z,False
385,scala,Scala,Scalaは、オブジェクト指向のプログラミング言語です。,Scalaは、関数型プログラミングと強力な静的型システムをサポートする汎用プログラミング言語です。Scalaの設計の多くは、Javaに対する批判に対処することを目的として、簡潔な設計になっている。,Martin Odersky,"January 20, 2004",2017-01-31T21:08:41Z,2022-03-19T14:18:49Z,True
386,socket-io,Socket.IO,Socket.IOは、リアルタイムなWebアプリケーションのためのJavaScriptライブラリです。,Socket.IOは、リアルタイムWebアプリケーションのためのJavaScriptライブラリです。Webクライアントとサーバ間のリアルタイムな双方向通信を可能にします。ブラウザ上で動作するクライアントサイドライブラリと、Node.js用のサーバーサイドライブラリの2つの部分から構成されています。どちらのコンポーネントもほぼ同じAPIを持っています。Node.jsと同様、イベントドリブンである。,,"March 19, 2010",2017-01-31T21:46:20Z,2022-03-16T17:08:10Z,False
387,svelte,Svelte,Svelteは、リアクティブなユーザインタフェースを構築するための抜本的な新アプローチです。,Svelteは、ユーザーインターフェイスを構築するための抜本的な新アプローチです。ReactやVueのような従来のフレームワークがブラウザ上で作業の大部分を行うのに対し、Svelteはその作業をアプリのビルド時に発生するコンパイルステップにシフトさせます。,Rich Harris,November 2016,2017-01-31T22:07:15Z,2022-03-17T09:18:50Z,False
388,chatbot,Chat Bot,チャットボットとは、人間の会話をシミュレートするコンピュータプログラムです。,人間と接触する代わりに、テキストまたは音声合成によってオンラインチャットを行うために使用されるソフトウェアアプリケーションです。,,,2017-01-31T21:50:09Z,2022-03-09T11:27:16Z,False
389,boilerplate,Boilerplate,ボイラープレート・コードとは、大きな変更を加えることなく再利用できるコードのことです。,ボイラープレート・コードとは、大きな変更を加えることなく再利用できるコードのことです。冗長な言語を使用する場合、開発者は細かい機能を実現するためだけにたくさん書かなければなりません。そのようなコードをboilerplateと呼ぶ。,,,2017-01-13T00:13:02Z,2021-12-20T04:56:35Z,False
390,nativescript,NativeScript,NativeScriptは、JavaScriptネイティブのモバイルフレームワークです。,NativeScript は、Progress が開発した JavaScript ネイティブモバイルフレームワークです。NativeScriptを使用すると、開発者は既存のWebスキル（JavaScript、CSS、XML）と確立されたフレームワーク（Angular、Vue）を使用して、真にネイティブなクロスプラットフォームのiOS/Androidモバイルアプリを構築することができます。,Progress,March 2015,2017-02-01T10:30:48Z,2022-03-19T22:34:40Z,True
391,terraform,Terraform,インフラストラクチャを安全かつ効率的に構築、変更、バージョン管理するためのInfrastructure-as-Codeツールです。,"Terraformは、AWSのような既存の一般的なサービスプロバイダーだけでなく、カスタムの社内ソリューションも管理することができます。
Terraformは設定ファイルを用いて、単一のアプリケーションやデータセンター全体を実行するのに必要なコンポーネントを記述します。
目的の状態に到達するために何が起こるかを記述した実行計画を生成し、その後、目的のインフラストラクチャを構築するためにそれを実行します。構成が変わると、Terraformはその変更を判断し、適用可能な増分実行計画を作成することができます。
Terraformが管理できるインフラには、コンピュートインスタンス、ストレージ、ネットワークといった低レベルのコンポーネントから、DNS（Domain Name Service）エントリ、SaaS（Software as a Service）機能といった高レベルのコンポーネントが含まれます。","Mitchell Hashimoto, HashiCorp","July 28, 2014",2017-01-31T21:41:45Z,2022-03-19T22:15:21Z,True
392,steam,Steam,Steamは、Valve Corporationによるビデオゲームのデジタル配信サービスです。,Steamは、Valve社によるビデオゲームのデジタル配信サービスです。2003年9月にValve社のゲームの自動アップデートを提供する方法としてスタンドアロンソフトウェアクライアントとして開始され、サードパーティパブリッシャーのゲームを含めるように拡張されました。Steamは、デジタル著作権管理（DRM）、サーバーホスティング、ビデオストリーミング、ソーシャルネットワーキングサービスを提供しています。,Valve Corporation,"September 12, 2003",2017-01-05T21:33:30Z,2022-03-02T00:42:12Z,False
393,zig,Zig,Zigは汎用プログラミング言語およびツールチェインです。,Zigは、堅牢で最適かつ再利用可能なソフトウェアを維持するための汎用プログラミング言語およびツールチェインです。プログラミング言語の知識をデバッグするのではなく、アプリケーションをデバッグすることに重点を置いてください。隠された制御フロー、隠されたメモリ割り当て、プリプロセッサ、そしてマクロはありません。,Andrew Kelley,February 2016,2017-01-31T21:43:05Z,2022-03-18T16:06:45Z,False
394,apple,Apple,アップルは、ハードウェアとソフトウェアの著名な企業です。,Apple Inc.は、スマートフォン、パーソナルコンピュータ、タブレット、ウェアラブル、アクセサリーの設計、製造、販売、およびさまざまな関連サービスの販売を行っています。同社の製品には、iPhone、Mac、iPad、ウェアラブル、ホーム＆アクセサリなどがあります。,"Steve Jobs, Steve Wozniak, Ronald Wayne","April 1, 1976",2017-01-26T03:47:36Z,2022-03-19T22:16:45Z,False
395,nuget,NuGet,NuGetは、.NETを含むマイクロソフトの開発プラットフォーム用のオープンソースパッケージマネージャです。,NuGetは、.NETを含むMicrosoft開発プラットフォーム用のフリーでオープンソースのパッケージマネージャです。NuGetクライアントツールは、パッケージを生成および消費する機能を提供します。NuGet Galleryは、すべてのパッケージの作成者と消費者が使用する中央パッケージリポジトリです。,"Microsoft, .NET Foundation","October 5, 2010",2017-01-31T21:36:53Z,2022-01-24T18:29:36Z,False
396,selenium,Selenium,Seleniumは、ブラウザ自動化フレームワークであり、エコシステムです。,Selenium は、Web ブラウザの自動化を可能にする様々なツールやライブラリをカプセル化した包括的なプロジェクトです。Seleniumは、特にW3C WebDriver仕様のためのインフラストラクチャを提供します。,,,2017-01-31T22:01:46Z,2022-03-16T17:09:06Z,False
397,spacy,spaCy,Pythonによる産業界に強い自然言語処理(NLP)。,spaCyはPythonで高度な自然言語処理(NLP)を行うためのフリーライブラリです。特に実運用向けに設計されており、大量のテキストを処理し「理解」するアプリケーションの構築を支援します。情報抽出や自然言語理解システムの構築に使用することができます。,Explosion,,2017-01-31T22:47:56Z,2022-03-02T11:26:20Z,False
398,web-assembly,WebAssembly,WebAssemblyは、Webページ内の実行コードのバイナリ形式とアセンブリ的なテキスト形式を定義したWeb標準です。,WebAssembly（略称：Wasm）は、スタックベースの仮想マシンのためのバイナリ命令フォーマットです。Wasmは、C/C++/Rustなどの高級言語をコンパイルするためのポータブルなターゲットとして設計されており、クライアントおよびサーバアプリケーションのWeb上での展開を可能にします。,,,2017-01-31T22:19:32Z,2022-03-16T16:59:22Z,False
399,jenkins,Jenkins,Javaで書かれたフリーでオープンソースのオートメーションサーバーです。,Jenkinsは、Javaで書かれたフリーでオープンソースの自動化サーバです。Jenkinsは、継続的インテグレーションや継続的デリバリーの技術的側面を促進することで、ソフトウェア開発プロセスの非人間的な部分の自動化を支援します。,Kohsuke Kawaguchi,"February 2, 2011",2016-12-19T17:21:19Z,2022-03-16T17:22:23Z,False
400,simulator,simulator,ビデオゲームのジャンルの一つ。,ビデオゲームを大きく分類したもので、一般的に現実世界の活動を忠実に再現するように設計されている。,,,2017-01-31T21:11:54Z,2021-12-16T03:33:28Z,False
401,ai,Artificial Intelligence,人工知能とは、コンピュータや機械が、一般的に知的な存在に関連するタスクを実行する能力のことである。,人間レベルの知能、自己認識、知識、良心、思考をコンピュータプログラムで再現、または模倣することを扱うコンピュータサイエンスの一分野。,,,2017-01-31T21:25:11Z,2022-03-19T21:25:08Z,False
402,devops,DevOps,DevOpsとは、ソフトウェア開発（Dev）とIT運用（Ops）を組み合わせた一連のプラクティスである。,DevOpsとは、ソフトウェア開発（Dev）とIT運用（Ops）を組み合わせた一連のプラクティスである。システム開発のライフサイクルを短縮し、高いソフトウェア品質で継続的なデリバリーを実現することを目的としています。,,,2017-01-10T00:35:49Z,2022-03-19T18:13:08Z,False
403,numpy,NumPy,Pythonによる科学計算のための基本パッケージ。,NumPyは、プログラミング言語Pythonのオープンソースライブラリで、大規模な多次元配列や行列をサポートし、これらの配列を操作する高水準の数学関数の大規模なコレクションを追加しています。,Travis Oliphant,,2017-01-31T21:42:40Z,2022-03-18T09:47:05Z,False
404,elm,Elm,信頼性の高いWebアプリケーションのための楽しい言語。,Elmは、WebブラウザベースのGUIを宣言的に作成するためのドメイン特化型プログラミング言語です。Elmは純粋に機能的であり、ユーザビリティ、パフォーマンス、ロバスト性に重点を置いて開発されています。,Evan Czaplicki,2012,2017-01-31T21:36:05Z,2022-03-16T09:58:50Z,False
405,sql-server,sql-server,Microsoft SQL Server は、リレーショナルデータベース管理システム（RDBMS）である。,"MicrosoftのSQL Serverは、マルチユーザーデータベースアクセス機能を提供するリレーショナルデータベース管理システム（RDBMS）製品群である。Sybase SQL Server 4.x のコードベースと Transact-SQL 方言 (t-sql) を起源とするが、その後大きく枝分かれしている。
SQL Serverには複数のバージョン（通常はリリース年で識別）があり、それぞれは製品の機能を区別するためにエディションに細分化されています。最新のリリースバージョンは、2019年11月4日にリリースされた「SQL Server 2019」です。","Sybase, Ashton-Tate, and Microsoft.",1989,2017-01-31T21:20:41Z,2022-03-12T20:55:26Z,False
406,chromium,Chromium,Chromiumは、より安全で、より速く、より安定したウェブ体験の方法を構築することを目的としたオープンソースのブラウザープロジェクトです。,Chromiumは、主にGoogleによって開発・保守されているWebブラウザのためのフリーでオープンソースのコードベースです。Googleは、このコードを使用して、追加機能を持つChromeウェブブラウザを製造しています。Chromiumのコードベースは広く利用されている。Microsoft Edge、Opera、その他多くのブラウザは、このコードをベースにしています。,Google,"September 2, 2008",2017-01-31T22:21:20Z,2022-03-07T13:31:09Z,False
407,neo4j,Neo4j,Neo4jは、グラフデータベース管理システムです。,Neo4jは、グラフデータベース管理システムです。高い柔軟性と拡張性を持ち、Cypherというクエリー言語を使って、グラフベースのデータ構造化手法を利用している。,"Neo4j, Inc.",2007,2017-01-31T21:31:30Z,2022-03-17T02:50:08Z,False
408,cuda,CUDA,CUDAは、NVIDIA GPUのための並列コンピューティングプラットフォームおよびプログラミングモデルである。,CUDA® は、NVIDIA 社がグラフィカル・プロセッシング・ユニット（GPU）上で一般的なコンピューティングを行うために開発した並列コンピューティング・プラットフォームおよびプログラミング・モデルである。CUDAを使用することで、開発者はGPUのパワーを活用し、コンピューティングアプリケーションを劇的に高速化することができます。,Nvidia,"June 23, 2007",2017-01-31T21:57:49Z,2022-02-25T16:18:44Z,False
409,assembly,Assembly,アセンブリは低レベルのプログラミング言語である。,アセンブリは、言語命令とアーキテクチャーのマシンコード命令が非常に厳密に対応する低レベルのプログラミング言語です。,Kathleen Booth,1949,2017-01-31T21:43:05Z,2022-03-13T01:47:01Z,False
410,powershell,PowerShell,PowerShellは、コマンドラインシェルとスクリプト言語によるタスク自動化および構成管理のフレームワークです。,PowerShellは、Microsoftが提供するタスク自動化および構成管理フレームワークであり、コマンドラインシェルと関連するスクリプト言語から構成されています。当初はWindowsコンポーネントだったが、.NET Core上に構築されたPowerShell Coreの導入により、オープンソース化、クロスプラットフォーム化された。,Microsoft,"November 14, 2006",2017-01-31T21:35:24Z,2022-03-18T12:53:30Z,False
411,xml,XML,XMLはSGML（Standard Generalized Markup Language）のサブセットで、データの保存と転送に使用されます。,XMLとは、Extensible Markup Languageの略で、テキストベースのマークアップ言語です。データの保存と転送のために設計されています。開発者は、自分のアプリケーションに適した自己記述的なタグ（言語）を作成することができます。,World Wide Web Consortium,1996,2017-01-31T21:37:42Z,2022-03-19T20:21:19Z,True
