,name,display_name,short_description,description,created_by,released,created_at,updated_at,featured
319,home-assistant,Home Assistant,Open source home automation that puts local control and privacy first.,"Home Assistant is an open source home automation system that puts local control and privacy first. It is powered by a worldwide community of tinkerers and DIY enthusiasts, perfectly suited to run on a Raspberry Pi or a local server.",,,2017-02-01T06:14:14Z,2022-03-16T15:14:45Z,False
320,haskell,Haskell,"Haskell is a functional programming language with non-strict semantics, and strong static typing.","Haskell is a functional (that is, everything is done with function calls), statically, implicitly typed (types are checked by the compiler, but you don't have to declare them), lazy (nothing is done until it needs to be) language.",,1990,2017-01-29T15:55:01Z,2022-03-19T18:37:40Z,True
321,mvvmcross,MvvmCross,"The .NET MVVM framework for cross-platform solutions, including Xamarin.iOS, Xamarin.Android, Windows, and Mac.","MvvmCross is a cross-platform model-view-view model framework that enables developers to create powerful, cross-platform mobile applications. It supports Xamarin.iOS, Xamarin.Android, Xamarin.Mac, Xamarin.Forms, Universal Windows Platform (UWP), and Windows Presentation Framework (WPF).",Stuart Lodge,June 2013,2017-01-31T22:23:04Z,2022-03-19T18:39:47Z,True
322,myanimelist,MyAnimeList,MyAnimeList is an online forum and anime-manga database.,"MyAnimeList, often abbreviated as MAL, is an online forum and anime-manga database. The site provides its users with a list-like system to organize and score anime and manga.",Garrett Gyssler,"April 6, 2006",2017-02-01T06:52:29Z,2022-01-09T07:15:52Z,False
323,ratchet,Ratchet,Ratchet is a set of libraries to handle WebSockets asynchronously in PHP.,"Ratchet is a set of libraries that allows PHP developers to create real-time, bidirectional applications between clients and servers over WebSockets. The organization provides the following repositories: Ratchet as a WebSocket server, Pawl as a WebSocket client, and RFC6455 which is an I/O-agnostic library for WebSocket protocol handling.",Chris Boden,"May 11, 2012",2017-02-01T15:02:26Z,2022-03-19T18:41:25Z,True
324,sdn,Software-defined networking,"Software-defined networking (SDN) is an architecture for programmable, centrally managed networks.","Software-defined networking (SDN) separates network control from network data forwarding, allowing networks to be programmed and centrally managed with standard protocols. SDN is an enabler of network virtualization, or the ability to run multiple virtual network topologies on a shared physical network.",,,2017-01-31T23:19:29Z,2022-03-19T18:42:02Z,True
325,spacevim,SpaceVim,SpaceVim is a community-driven distribution of the vim editor that allows managing your plugins in layers.,"SpaceVim is a distribution of the vim editor that's inspired by [spacemacs](https://github.com/syl20bnr/spacemacs). It manages collections of plugins in layers, which help collect related packages together to provide features. For example, the [python layer](http://spacevim.org/layers/lang/python/) collects [deoplete.nvim](https://github.com/Shougo/deoplete.nvim/), [neomake](https://github.com/neomake/neomake), and [jedi-vim](https://github.com/davidhalter/jedi-vim) together to provide autocompletion, syntax checking, and documentation lookup. This approach helps keep configuration organized and reduces overhead for the user by keeping them from having to think about what packages to install.",Wang Shidong,"January 26, 2017",2017-02-01T07:22:06Z,2022-03-19T18:42:29Z,True
326,sketch,Sketch,"Sketch is a vector graphics editor for Apple's macOS, used primarily for user interface and icon design.","Sketch is a digital design toolkit built for designers, intended for editing vector graphics in macOS. It is used primarily for user interface and icon design.",Pieter Omvlee,"September 7, 2010",2017-01-31T21:38:47Z,2022-03-19T18:42:18Z,True
327,uwp,Universal Windows Platform,"An API for creating apps that run on Windows 10, Windows 10 Mobile, Xbox One and HoloLens.","Universal Windows Platform (UWP) is an API that allows developers to create cross-platform applications that are able to run on Windows 10, Windows 10 Mobile, Xbox One and HoloLens.",Microsoft,,2017-01-31T21:38:40Z,2022-03-10T10:28:31Z,False
328,wpf,WPF,WPF is a .NET based UI framework for building Windows desktop applications.,Windows Presentation Foundation (WPF) is a UI framework released by Microsoft for rendering user interfaces in Windows-based applications.,Microsoft,,2017-01-31T21:44:03Z,2022-03-17T12:31:52Z,False
329,ui-design,User interface design,The design of user interfaces for machines and software with the focus on maximizing usability and the user experience.,"The goal of user interface design is to produce a user interface which makes it easy, efficient, and enjoyable (user-friendly) to operate a machine in the way which produces the desired result (i.e. maximum usability). This generally means that the operator needs to provide minimal input to achieve the desired output, and also that the machine minimizes undesired outputs to the user.",,,2017-01-09T14:27:31Z,2022-03-09T08:21:29Z,False
330,spark,Apache Spark,Spark is a unified analytics engine for large-scale data processing.,Apache Spark is an open source distributed general-purpose cluster-computing framework. It provides an interface for programming entire clusters with implicit data parallelism and fault tolerance.,Matei Zaharia,"May 26, 2014",2017-01-31T21:25:16Z,2022-03-11T16:12:18Z,False
331,android-library,Android Library,An Android library can include everything needed to build an app and can be used as a dependency in Android apps.,"An Android library is structurally the same as an Android app module. It can include everything needed to build an app, including source code, resource files, and an Android manifest. However, instead of compiling into an APK that runs on a device, an Android library compiles into an Android Archive (AAR) file that you can use as a dependency for an Android app module.",,,2017-01-31T22:15:26Z,2022-03-18T03:10:40Z,False
332,google-cloud,Google Cloud Platform,"Google Cloud Platform, offered by Google, is a suite of cloud computing services.","Google Cloud Platform, offered by Google, is a suite of cloud computing services. Google Cloud Platform provides Infrastructure as a Service, Platform as a Service, and Serverless Computing environments. Alongside a set of management tools, it provides a series of modular cloud services including computing, data storage, data analytics and machine learning.",,"April 7, 2008",2017-01-31T22:04:48Z,2022-03-19T08:02:55Z,False
333,adventure-game,adventure-game,A genre of video game.,A video game in which the player assumes the role of a protagonist in an interactive story driven by exploration and puzzle-solving,,,2017-01-31T23:02:01Z,2021-10-11T07:45:03Z,False
334,steganography,Steganography,Steganography is the practice of hiding a secret message in something that is not secret.,"Steganography is the practice of concealing a message within another message or a physical object that is not secret. In computing/electronic contexts, a computer file, message, image, or video is concealed within another file, message, image, or video.",,,2017-02-01T00:50:36Z,2022-03-16T03:10:40Z,False
335,pico-8,PICO-8,"PICO-8 is a fantasy console for making, sharing and playing tiny games and other computer programs in Lua.","PICO-8 is a fantasy console for making, sharing and playing tiny games and other computer programs. When you turn it on, the machine greets you with a shell for typing in Lua commands and provides simple built-in tools for creating your own cartridges.",Joseph White,,2017-01-31T23:01:53Z,2022-03-19T19:34:35Z,True
336,game-jam,Game Jam,A game jam is a hackathon for creating video games.,"Game Jams challenge people to create games within a short period of time (usually over a weekend, a week, or a month), and with certain constraints like limited color palettes, file sizes, and themes.",,,2017-01-31T21:57:24Z,2022-01-29T21:08:13Z,False
337,reactiveui,ReactiveUI,"ReactiveUI is a composable, cross-platform model-view-viewmodel framework for all .NET platforms.","ReactiveUI is a composable, cross-platform model-view-viewmodel framework for all .NET platforms, inspired by functional reactive programming. It allows you to express the idea around a feature in one readable place, abstract mutable state away from your user interfaces, and improve the testability of your application.",Paul Betts,2009,2017-01-31T23:16:36Z,2022-03-19T19:38:56Z,True
338,netbox,NetBox,NetBox is an IPAM & DCIM tool intended to serve as the Source of Truth for the datacenter infrastructure technology.,"NetBox is an IP address management (IPAM) and data center infrastructure management (DCIM) tool. Initially conceived by the network engineering team at DigitalOcean, NetBox was developed specifically to address the needs of network and infrastructure engineers. It is intended to function as a domain-specific source of truth for network operations.",NetBox Community,June 2016,2017-02-01T21:56:38Z,2022-03-03T02:00:01Z,False
339,netbox-plugin,NetBox Plugin,NetBox plugins can be used to extend NetBox's functionality beyond what the core product provides.,"In version 2.8.0, NetBox released the plugin feature.  NetBox plugins can be used to extend NetBox's functionality beyond what the core product provides.",NetBox Community,April 13 2020,2020-04-16T13:46:28Z,2022-03-12T19:00:26Z,False
340,android-studio,Android Studio,Android Studio is the official integrated development environment (IDE) for Google's Android operating system.,"Android Studio is the official integrated development environment (IDE) for Google's Android operating system, built on JetBrains' IntelliJ IDEA software and designed specifically for Android development. It provides a unified environment where you can build apps for Android phones, tablets, Android Wear, Android TV, and Android Auto. Structured code modules allow you to divide your project into units of functionality that you can independently build, test, and debug.","Google, JetBrains",December 2014,2017-02-01T05:16:41Z,2022-03-18T03:06:18Z,False
341,google-maps,Google Maps,Google Maps is a web mapping platform and consumer application offered by Google.,"Google Maps is a web mapping platform and consumer application offered by Google. It offers satellite imagery, aerial photography, street maps, 360° interactive panoramic views of streets, real-time traffic conditions, and route planning for traveling by foot, car, air and public transportation.",Google,"February 8, 2005",2017-01-31T21:41:27Z,2022-03-09T16:55:39Z,False
342,game-off,Game Off,Game Off is an annual game jam celebrating open source.,"Game Off is a month-long game jam celebrating open source. Each November, game developers are challenged to create a game based on a theme and share it (and the source) with the world.",,,2017-11-02T02:22:04Z,2022-01-26T18:54:39Z,False
343,icon-font,Icon font,Icon fonts contain glyphs and symbols in place of textual letters.,"Icon fonts are vector graphics that contain glyphs and symbols instead of letters and numbers. They may be styled with CSS, similar to regular text.",,,2017-01-31T23:37:18Z,2022-03-19T20:10:56Z,True
344,less,Less,Less is the dynamic stylesheet language.,Less is a dynamic preprocessor style sheet language that can be compiled into Cascading Style Sheets (CSS) and run on the client side or server side.,Alexis Sellier,2009,2017-01-05T18:26:29Z,2022-03-16T17:01:10Z,False
345,package-manager,Package manager,A package manager is a set of tools that automates and manages computer software.,"A package manager is a set of tools that automates and manages computer software. They deal with packages, or collections, of bundled files. Package managers make it easy to install, upgrade, or remove software for a computer's operating system.",,,2017-01-03T18:13:23Z,2022-03-19T20:15:22Z,True
346,phaser,Phaser,"Phaser is a fun, free, and fast 2D game framework for making HTML5 games for desktop and mobile web browsers.","Phaser is a fast, free, and fun open source HTML5 game framework. It uses a custom build of Pixi.js for WebGL and Canvas rendering, and supports desktop and mobile web browsers. Games can be compiled to iOS, Android and native desktop apps via third party tools. You can use JavaScript or TypeScript for development.",Richard Davey,,2017-01-31T21:34:04Z,2022-03-19T20:15:48Z,True
347,parsing,Parsing,Parsing is the process of analyzing a string of symbols conforming to the rules of a formal grammar.,"A grammar describes the syntax of a programming language, and might be defined in Backus-Naur form (BNF). A lexer performs lexical analysis, turning text into tokens. A parser takes tokens and builds a data structure like an abstract syntax tree (AST). The parser is concerned with context: does the sequence of tokens fit the grammar? A compiler is a combined lexer and parser, built for a specific grammar.",,,2017-01-31T21:28:19Z,2022-03-19T20:15:28Z,True
348,publishing,Publishing,Publishing is the dissemination of making information available to the general public through various mediums.,Publishing is the creation of documents using page layout skills on a personal computer primarily for print. Desktop publishing software can generate layouts and produce typographic quality text and images comparable to traditional typography and printing.,,,2017-01-31T22:22:57Z,2022-03-19T20:16:39Z,True
349,deta,Deta,Projects using serverless hosting or NoSQL Databases by Deta.,"Deta offers serverless hosting, NoSQL databases, and file storage. For optimal usage, check out their Python, JavaScript, and Go SDKs.",Abstract Computing UG in Berlin,,2019-09-13T15:45:03Z,2022-03-08T22:19:41Z,False
350,support,Support,Get your team and customers the help they need.,A help desk is a resource intended to provide the customer or end user with information and support related to a company's or institution's products and services.,,,2016-11-18T06:26:09Z,2022-03-19T20:19:14Z,True
351,vagrant,Vagrant,Vagrant is an open-source software product for building and maintaining portable virtual software development environments.,"Vagrant is a software product for building and maintaining portable virtual software development environments, e.g. for VirtualBox, Hyper-V, Docker, VMware, and AWS. The core idea behind it lies in the fact that the environment maintenance of virtualizations becomes increasingly difficult in a large software development project.",Mitchell Hashimoto,"March 8, 2010",2017-01-09T22:41:27Z,2022-03-19T20:20:18Z,True
352,spotify,Spotify,Spotify is a Swedish audio streaming and media services provider.,"Spotify is a digital music, podcast, and video service that gives you access to millions of songs and other content from creators all over the world. Spotify is available across a range of devices, including computers, phones, tablets, speakers, TVs, and cars, and you can easily transition from one to another with Spotify Connect.","Daniel Ek, Martin Lorentzon","April 23, 2006",2017-01-05T21:37:13Z,2022-03-15T22:29:52Z,False
353,fastify,Fastify,"Fast and low overhead web framework, for Node.js.",Fastify is a web framework highly focused on providing the best developer experience with the least overhead and a powerful plugin architecture.,Matteo Collina,October 2016,2017-02-11T00:39:45Z,2022-02-21T10:41:35Z,False
354,nasa,NASA,The National Aeronautics and Space Administration (NASA) is a government agency responsible for space research and development.,NASA stands for National Aeronautics and Space Administration. NASA is a U.S. government agency that is responsible for science and technology related to air and space. The Space Age started in 1957 with the launch of the Soviet satellite Sputnik.,,,2017-01-31T21:38:22Z,2022-03-16T22:29:26Z,False
355,qt,Qt,"Qt, pronounced ""cute"", is a cross-platform application development framework.","Qt is a cross-platform application framework used for developing gui applications that can run on various hardware and software platforms, including Linux, macOS, iOS, Windows, and Blackberry. Qt is available with both proprietary and open source licenses.","Haavard Nord, Eirik Chambe-Eng",May 20 1995,2017-01-31T20:44:54Z,2022-03-19T20:29:39Z,True
356,p2p,P2P,Peer-to-Peer applications are decentralized or distributed.,"Peer-to-Peer (P2P) applications share resources and communicate in a decentralized or distributed architecture. Often application nodes communicate directly with each other or cooperate to do work which benefits other nodes or the overall P2P system. In a pure P2P system, there is no distinction between client and server.",,,2017-01-31T22:00:34Z,2022-03-19T20:39:55Z,True
357,pixel-art,Pixel Art,Pixel art is a form of digital art where images are created and edited at the pixel level.,"Pixel art is a form of digital art, where images are edited on the pixel level. The aesthetic for these kind of graphics comes from 8-bit and 16-bit computers and video game consoles.",,,2017-01-31T21:36:26Z,2022-03-19T20:40:01Z,True
358,rhythm-game,rhythm-game,A genre of video game.,"A genre of music-themed action video game that challenges players to focus on dance or the simulated performance of musical instruments, and requires them to press buttons in a sequence dictated on the screen.",,,2017-01-31T22:42:48Z,2021-10-11T07:45:07Z,False
359,rails,Rails,Ruby on Rails (Rails) is a web application framework written in Ruby.,Ruby on Rails (Rails) is a web application framework written in Ruby. It is meant to help simplify the building of complex websites.,David Heinemeier Hansson,December 13 2005,2016-12-09T17:03:50Z,2022-03-19T19:23:01Z,True
360,kernel,Kernel,Kernels are software at the core of modern operating systems that interact with hardware.,"A kernel is the heart of almost every operating system. It is always loaded in memory at any time and deals with the hardware to provide an interface for the software. It also manages peripherals, memory, interrupts, and processes. Examples of widely used kernels include Windows NT and Linux.",,,2017-01-31T21:26:31Z,2022-03-19T20:48:53Z,False
361,bukkit,Bukkit,Bukkit is a Minecraft server modification software.,"Bukkit is a Minecraft server modification software and API, and while the original project itself is stale, forks like PaperMC and Spigot are actively maintained, and most plugins and servers use some variant of Bukkit.","Nathan ""Dinnerbone"" Adams","December 22, 2010",2017-01-31T21:24:38Z,2022-02-24T04:30:34Z,False
362,valorant,VALORANT,VALORANT is a free-to-play first-person hero shooter developed and published by Riot Games.,"VALORANT is a free-to-play first-person hero shooter developed and published by Riot Games, for Microsoft Windows. The game is set in the near future. Players play as one of a set of Agents, characters designed based on several countries and cultures around the world.

### Community & Support
- [API Documentation](https://developer.riotgames.com/apis)
- [Riot Games Third-Party Developer Community on Discord](https://discord.com/invite/riotgamesdevrel)",Riot Games,"June 2, 2020",2020-03-26T01:31:56Z,2022-02-22T18:30:23Z,False
363,arcade,arcade,A genre of video game.,"An arcade game or coin-op game is a coin-operated entertainment machine typically installed in public businesses such as restaurants, bars and amusement arcades.",,,2017-01-31T22:48:58Z,2021-10-11T07:45:03Z,False
364,kivy,Kivy,Kivy is an open source Python UI framework for rapid development of applications that make use of innovative user interfaces.,"Kivy is an open source, cross-platform Python UI framework for rapid development of applications that make use of innovative, multi-touch user interfaces. The aim is to allow for quick and easy interaction design and rapid prototyping whilst making your code reusable and deployable. Kivy is written in Python and Cython, based on OpenGL ES 2, supports various input devices and has an extensive widget library. With the same codebase, you can target Windows, macOS, Linux, Android, and iOS. All Kivy widgets are built with multitouch support.",Kivy organization,"February 1, 2011",2017-01-31T22:58:28Z,2022-03-19T16:51:45Z,False
365,pip,pip,The Python package installer.,pip is a de facto standard package-management system used to install and manage software packages written in Python. Many packages can be found in the default source for packages and their dependencies — Python Package Index (PyPI).,"Ian Bicking, Jannis Leidel","April 4, 2011",2017-01-31T23:17:38Z,2022-03-16T13:17:50Z,False
366,webpack,Webpack,Webpack is a bundler that takes modules with dependencies and creates static assets.,Webpack is a bundler that takes modules with dependencies and creates static assets. It is designed to simplify and enhance the development and user experience.,"Tobias Koppers, Sean Larkin, Johannes Ewald, Juho Vepsäläinen, Kees Kluskens","March 10, 2012",2017-01-31T21:20:58Z,2022-03-19T21:23:13Z,True
367,pytorch,PyTorch,PyTorch is an open source machine learning library.,"PyTorch is an open source machine learning library based on the Torch library, used for applications such as computer vision and natural language processing, primarily developed by Facebook's AI Research lab.",Facebook's AI Research lab (FAIR),September 2016,2017-01-31T22:32:35Z,2022-03-19T21:25:50Z,False
368,open-source,Open Source,"Software with source code available to inspect, modify, and enhance.","Open source is a term denoting that a product includes permission to use its source code, design documents, or content. It most commonly refers to the open source model, in which open source software or other products are released under an open source license as part of the open source-software movement. Use of the term originated with software, but has expanded beyond the software sector to cover other open content and forms of open collaboration.",,,2016-12-19T16:13:47Z,2022-03-19T06:26:51Z,False
369,maze,Mazes,A type of puzzle which involves a collection of paths.,"A maze is a type of puzzle involving a collection of paths, usually where a player has to find a route from start to finish.

A huge variety of algorithms exist for [generating](https://en.wikipedia.org/wiki/Maze_generation_algorithm) and [solving](https://en.wikipedia.org/wiki/Pathfinding) mazes. These are not only fun to implement, but also are a good way to familiarise yourself with programming techniques, algorithms, and languages.",,,2017-01-31T22:04:01Z,2021-08-08T19:35:35Z,False
370,twitch,Twitch,Twitch is a live streaming platform focused primarily on video games.,"Twitch is a live streaming video platform owned by Twitch Interactive, a subsidiary of Amazon. Introduced in June 2011 as a spin-off of the general-interest streaming platform, Justin.tv, the site primarily focuses on video game live streaming, including broadcasts of eSports competitions, in addition to music broadcasts, creative content, and more recently, ""in real life"" streams. Content on the site can be viewed either live or via video on demand.",,"June 6, 2011",2017-01-31T20:41:24Z,2022-03-14T04:59:33Z,False
371,vk,VK,VK is the largest social network in Russia and the CIS.,"VK is a Russian online social media and social networking service based in Saint Petersburg. VK allows users to message each other publicly, or privately; create groups, public pages, and events; share and tag images, audio, and video; and play browser-based games.",Pavel Durov,"October 10, 2006",2017-01-31T22:00:06Z,2022-03-01T19:48:29Z,False
372,discord-js,Discord.JS,Discord.JS is a powerful Node.js module that allows you to easily interact with the Discord API.,"Discord.JS is a powerful node.js module that allows you to interact with the Discord API very easily. It takes a much more object-oriented approach than most other libraries, making your bot's code significantly tidier and easier to comprehend.",,,2017-02-01T09:10:19Z,2022-03-12T05:38:41Z,False
373,rpc,Remote Procedure Call (RPC),RPC is a request–response communication protocol.,"Remote procedure call (RPC) is when a computer program causes a procedure to execute in a different address space (commonly on another computer on a shared network), which is coded as if it were a normal (local) procedure call, without the programmer explicitly coding the details for the remote interaction.",,,2017-01-31T22:39:05Z,2022-03-09T06:44:21Z,False
374,animation,Animation,Animation is the art of creating moving images.,Animation is a method in which figures are manipulated to appear as moving images.,,,2017-01-31T21:38:05Z,2022-03-15T13:30:04Z,False
375,keras,Keras,Keras is an open source neural network library written in Python.,"Keras is an open source, cross platform, and user friendly neural network library written in Python. It is capable of running on top of TensorFlow, Microsoft Cognitive Toolkit, R, Theano, and PlaidML.",François Chollet,"March 27, 2015",2017-01-31T21:58:47Z,2022-03-13T16:47:02Z,False
376,vpn,Virtual Private Network,A communication method commonly used to connect private networks.,A virtual private network (VPN) extends a private network across a public network and enables users to send and receive data across shared or public networks as if their computing devices were directly connected to the private network.,,,2017-01-31T23:19:15Z,2022-03-13T14:56:30Z,False
377,firefox-extension,Firefox extension,Firefox Extensions are add-ons that allow users to customize their web browser.,"Firefox Extensions are add-ons that allow users to customize their web browser from Mozilla. They are downloadable through the Firefox Add-on website. Modern extensions follow WebExtension standard and are most often written in HTML, JavaScript, and CSS.",Mozilla,"April 4, 2006",2017-02-01T00:05:11Z,2022-03-19T16:59:19Z,False
378,visual-basic,Visual Basic,Visual Basic is an object-oriented and type-safe programming language.,"Visual Basic is an approachable language with a simple syntax for building type-safe, object-oriented apps.",Microsoft,May 1991,2017-01-31T21:33:32Z,2022-03-17T11:17:10Z,False
379,webextension,WebExtension,Universal standard for creating add-ons that allow users to customize their web browser.,"Universal standard for creating browser extensions.

Working through a W3C charter group, Mozilla has partnered with Microsoft and Opera to define a browser extension API that works across multiple browsers. 

There is currently a preliminary specification that matches what Google has implemented in Chrome so that extensions written to the specification could potentially work on Chrome, Edge, Opera and Firefox.",Browser Extension Community Group,"May 7, 2015",2017-01-31T22:32:47Z,2022-03-19T16:59:24Z,False
380,oracle-database,Oracle Database,Oracle Database is a multi-model database management system produced and marketed by Oracle Corporation.,"Oracle Database is a database commonly used for running online transaction processing (OLTP), data warehousing (DW) and mixed (OLTP & DW) database workloads. Oracle Database is available by several service providers on-prem, on-cloud, or as hybrid cloud installation. It may be run on third party servers as well as on Oracle hardware (Exadata on-prem, on Oracle Cloud or at Cloud at Customer).",Oracle Corporation,1979,2017-02-03T19:10:27Z,2021-10-27T15:20:04Z,False
381,homebridge,Homebridge,"Homebridge is a utility for tying smart home devices together into Apple’s HomeKit framework, controlled by Siri.","Homebridge is a lightweight Node.js server that emulates the iOS HomeKit API. Using Homebridge, Siri can control devices that are not supported through HomeKit.","Khaos Tian, Nick Farina","February 16, 2016",2017-01-31T21:36:18Z,2022-03-19T22:10:31Z,True
382,medical-imaging,Medical imaging,"Medical imaging tasks include methods for acquiring, processing, analyzing, and understanding tissue and organ images.","Medical imaging is the technique and process of creating visual representations of the interior of a body for clinical analysis, and medical intervention.",,,2017-01-31T23:14:23Z,2022-03-11T13:51:36Z,False
383,wordplate,WordPlate,WordPlate is a modern WordPress stack which simplifies WordPress development.,WordPlate is a modern WordPress stack with a focus on simplicity. You can use it to easily develop WordPress websites with WordPlate. It simplifies the WordPress development.,Vincent Klaiber,"October 4, 2013",2017-01-31T20:42:57Z,2022-03-19T22:15:25Z,True
384,netlify,Netlify,Netlify is a continuous deployment powerful serverless platform.,"Netlify is a powerful serverless platform with an intuitive git-based workflow. 
Automated deployments, shareable previews, and much more.",,,2017-02-01T06:33:13Z,2022-03-16T17:12:09Z,False
385,scala,Scala,Scala is an object-oriented programming language.,"Scala is a general-purpose programming language providing support for functional programming and a strong static type system. Designed to be concise, many of Scala's design decisions aimed to address criticisms of Java.",Martin Odersky,"January 20, 2004",2017-01-31T21:08:41Z,2022-03-19T14:18:49Z,True
386,socket-io,Socket.IO,Socket.IO is a JavaScript library for realtime web applications.,"Socket.IO is a JavaScript library for realtime web applications. It enables realtime, bi-directional communication between web clients and servers. It has two parts: a client-side library that runs in the browser, and a server-side library for Node.js. Both components have a nearly identical API. Like Node.js, it is event-driven.",,"March 19, 2010",2017-01-31T21:46:20Z,2022-03-16T17:08:10Z,False
387,svelte,Svelte,Svelte is a radical new approach to building reactive user interfaces.,"Svelte is a radical new approach to building user interfaces. Whereas traditional frameworks like React and Vue do the bulk of their work in the browser, Svelte shifts that work into a compile step that happens when you build your app.",Rich Harris,November 2016,2017-01-31T22:07:15Z,2022-03-17T09:18:50Z,False
388,chatbot,Chat Bot,A chat bot is a computer program that simulates human conversation.,"A software application used for an online chat via text or text-to-speech, instead of giving contact with a human.",,,2017-01-31T21:50:09Z,2022-03-09T11:27:16Z,False
389,boilerplate,Boilerplate,A boilerplate code is a piece of code that can be reused without significant changes.,"A boilerplate code is a piece of code that can be reused without significant changes. When using a verbose language, the developer must write a lot only to accomplish minor functionality. Such code is called boilerplate.",,,2017-01-13T00:13:02Z,2021-12-20T04:56:35Z,False
390,nativescript,NativeScript,NativeScript is a JavaScript-native mobile framework.,"NativeScript is a JavaScript-native mobile framework developed by Progress. NativeScript allows developers to build truly native cross-platform iOS/Android mobile apps using existing web skills (JavaScript, CSS, XML) and established frameworks (Angular and Vue).",Progress,March 2015,2017-02-01T10:30:48Z,2022-03-19T22:34:40Z,True
391,terraform,Terraform,"An infrastructure-as-code tool for building, changing, and versioning infrastructure safely and efficiently.","Terraform can manage existing and popular service providers, such as [AWS](https://github.com/terraform-providers/terraform-provider-aws), as well as custom in-house solutions.

It uses configuration files to describe the components necessary to run a single application or your entire datacenter.
It generates an execution plan describing what will happen to reach the desired state, and afterwards executes it to build the desired infrastructure. As the configuration changes, Terraform is able to determine the changes and create incremental execution plans which can be applied.

The infrastructure Terraform can manage includes low-level components such as compute instances, storage, and networking, as well as high-level components such as DNS (Domain Name Service) entries, SaaS (Software as a Service) features.","Mitchell Hashimoto, HashiCorp","July 28, 2014",2017-01-31T21:41:45Z,2022-03-19T22:15:21Z,True
392,steam,Steam,Steam is a video game digital distribution service by Valve Corporation.,"Steam is a video game digital distribution service by Valve. It was launched as a standalone software client in September 2003 as a way for Valve to provide automatic updates for their games, and expanded to include games from third-party publishers. Steam offers digital rights management (DRM), server hosting, video streaming, and social networking services.",Valve Corporation,"September 12, 2003",2017-01-05T21:33:30Z,2022-03-02T00:42:12Z,False
393,zig,Zig,Zig is a general-purpose programming language and toolchain.,"Zig is a general-purpose programming language and toolchain for maintaining robust, optimal, and reusable software. Focus on debugging your application rather than debugging your programming language knowledge. There is no hidden control flow, no hidden memory allocations, no preprocessor, and no macros.",Andrew Kelley,February 2016,2017-01-31T21:43:05Z,2022-03-18T16:06:45Z,False
394,apple,Apple,Apple is a prominent hardware and software company.,"Apple Inc. designs, manufactures and markets smartphones, personal computers, tablets, wearables and accessories, and sells a variety of related services. The company’s products include iPhone, Mac, iPad, and Wearables, Home and Accessories.","Steve Jobs, Steve Wozniak, Ronald Wayne","April 1, 1976",2017-01-26T03:47:36Z,2022-03-19T22:16:45Z,False
395,nuget,NuGet,NuGet is an open source package manager for Microsoft development platforms including .NET.,NuGet is a free and open source package manager for Microsoft development platforms including .NET. The NuGet client tools provide the ability to produce and consume packages. The NuGet Gallery is the central package repository used by all package authors and consumers.,"Microsoft, .NET Foundation","October 5, 2010",2017-01-31T21:36:53Z,2022-01-24T18:29:36Z,False
396,selenium,Selenium,Selenium is a browser automation framework and ecosystem.,Selenium is an umbrella project encapsulating a variety of tools and libraries enabling web browser automation. Selenium specifically provides an infrastructure for the W3C WebDriver specification — a platform and language-neutral coding interface compatible with all major web browsers.,,,2017-01-31T22:01:46Z,2022-03-16T17:09:06Z,False
397,spacy,spaCy,Industrial-strength Natural Language Processing (NLP) in Python.,spaCy is a free library for advanced Natural Language Processing (NLP) in Python. It’s designed specifically for production use and helps you build applications that process and “understand” large volumes of text. It can be used to build information extraction or natural language understanding systems.,Explosion,,2017-01-31T22:47:56Z,2022-03-02T11:26:20Z,False
398,web-assembly,WebAssembly,WebAssembly is a web standard that defines a binary format and an assembly-like text format for executable code in Web pages.,"WebAssembly (abbreviated Wasm) is a binary instruction format for a stack-based virtual machine. Wasm is designed as a portable target for compilation of high-level languages like C/C++/Rust, enabling deployment on the web for client and server applications.",,,2017-01-31T22:19:32Z,2022-03-16T16:59:22Z,False
399,jenkins,Jenkins,A free and open source automation server written in Java.,"Jenkins is a free and open source automation server written in Java. Jenkins helps to automate the non-human part of the software development process, with continuous integration and facilitating technical aspects of continuous delivery.",Kohsuke Kawaguchi,"February 2, 2011",2016-12-19T17:21:19Z,2022-03-16T17:22:23Z,False
400,simulator,simulator,A genre of video game.,"A broad categorization of video games, generally designed to closely simulate real world activities.",,,2017-01-31T21:11:54Z,2021-12-16T03:33:28Z,False
401,ai,Artificial Intelligence,Artificial intelligence is the ability of a computer or machine to perform tasks commonly associated with intelligent beings.,"The branch of computer science dealing with the reproduction, or mimicking of human-level intelligence, self-awareness, knowledge, conscience, and thought in computer programs.",,,2017-01-31T21:25:11Z,2022-03-19T21:25:08Z,False
402,devops,DevOps,DevOps is a set of practices that combine software development (Dev) and IT operations (Ops).,DevOps is a set of practices that combine software development (Dev) and IT operations (Ops). It aims to shorten the systems development life cycle and provide continuous delivery with high software quality.,,,2017-01-10T00:35:49Z,2022-03-19T18:13:08Z,False
403,numpy,NumPy,The fundamental package for scientific computing with Python.,"NumPy is an open source library for the Python programming language, adding support for large, multidimensional arrays, and matrices, along with a large collection of high-level mathematical functions to operate on these arrays.",Travis Oliphant,,2017-01-31T21:42:40Z,2022-03-18T09:47:05Z,False
